Stall_no,Market_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,day,loyality_customers,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology
50.0,57,0,39,0.0,227.0,4.0,2870.0,4559.0,3933.132525,09,2015,26,0,0,0,0,0,0,0,0,1,0
40.0,93,1,45,0.0,200.0,2.0,1318.0,5537.0,3604.9695840000004,08,2015,19,1,0,0,0,0,0,0,0,1,0
50.0,471,2,76,0.0,210.0,13.0,2890.0,3928.0,3587.1957,11,2015,18,0,0,0,0,1,0,0,0,0,0
41.0,115,0,9,0.0,160.0,8.0,2189.0,3263.0,2887.891182,02,2016,23,0,0,0,0,0,0,0,1,0,0
24.0,23,0,4,0.0,220.0,1.0,3506.0,6026.0,4985.981352000002,08,2015,19,0,0,0,0,0,0,0,0,1,0
41.0,445,0,69,0.0,378.0,14.0,2497.0,5634.0,3600.1944,09,2015,25,0,0,0,1,0,0,0,0,0,0
37.0,3,0,50,0.0,396.0,11.0,1682.0,3070.0,2756.852496,01,2016,05,0,0,0,1,0,0,0,0,0,0
40.0,468,2,76,0.0,146.0,10.0,3896.0,5290.0,4693.887,05,2015,05,1,0,0,0,0,0,1,0,0,0
35.0,3,0,95,0.0,127.0,8.0,2888.0,3680.0,3364.473728,01,2016,27,1,0,0,0,0,0,1,0,0,0
17.0,447,0,86,0.0,281.0,14.0,5609.0,7896.0,6941.531520000001,08,2015,19,1,1,0,0,0,0,0,0,0,0
17.0,30,0,75,0.0,290.0,11.0,1024.0,3106.0,2333.6973,12,2015,06,0,0,0,0,1,0,0,0,0,0
46.0,3,0,52,0.0,218.0,8.0,3050.0,4953.0,4195.67472,03,2016,08,0,0,0,0,0,0,0,0,1,0
28.0,3,0,18,0.0,265.0,15.0,2133.0,3210.0,2940.215949,09,2015,24,1,1,0,0,0,0,0,0,0,0
49.0,294,2,37,0.0,240.0,14.0,2649.0,6241.0,4679.49195,03,2016,13,1,1,0,0,0,0,0,0,0,0
2.0,3,0,67,0.0,203.0,13.0,1150.0,2154.0,1838.5785,09,2015,22,0,0,0,0,1,0,0,0,0,0
10.0,3,0,34,0.0,216.0,10.0,1869.0,3645.0,2967.492675,09,2015,26,0,0,0,0,0,0,0,0,1,0
15.0,471,2,64,0.0,182.0,7.0,2249.0,3021.0,2790.6516,01,2016,05,0,0,0,0,0,0,0,1,0,0
39.0,198,2,53,1.0,128.0,9.0,4068.0,5334.0,720.3445992000003,05,2015,07,0,0,0,0,0,0,1,0,0,0
49.0,14,0,53,0.0,305.0,13.0,6219.0,7595.0,7174.765728,11,2015,19,1,0,0,0,0,1,0,0,0,0
37.0,113,0,25,0.0,224.0,1.0,1785.0,7579.0,4894.203825,03,2016,29,1,0,0,0,0,0,0,0,1,0
35.0,446,0,2,0.0,129.0,9.0,4298.0,6215.0,5389.690977,11,2015,13,1,0,0,0,0,0,0,1,0,0
11.0,358,3,56,0.0,252.0,5.0,4472.0,5634.0,9425.408832,07,2015,19,1,0,0,0,0,0,0,0,1,0
35.0,462,3,13,0.0,252.0,12.0,1614.0,5634.0,3555.2744369999996,11,2015,21,1,0,1,0,0,0,0,0,0,0
33.0,94,0,54,1.0,236.0,15.0,1792.0,10279.0,936.053172,03,2016,16,0,0,0,0,1,0,0,0,0,0
34.0,416,2,92,0.0,252.0,13.0,2558.0,7341.0,5132.935808,03,2016,26,1,0,0,0,0,1,0,0,0,0
24.0,65,2,80,0.0,387.0,13.0,6791.0,10416.0,8799.1422,03,2016,29,1,0,0,1,0,0,0,0,0,0
40.0,73,0,20,0.0,182.0,10.0,1061.0,1575.0,1467.5403,05,2015,07,0,0,0,0,0,0,0,1,0,0
14.0,451,0,35,0.0,478.0,13.0,4958.0,6495.0,6196.41015,09,2015,22,0,0,0,0,0,0,0,0,0,1
7.0,451,0,76,0.0,358.0,12.0,3890.0,6340.0,5424.3486,08,2015,23,1,0,0,1,0,0,0,0,0,0
7.0,23,2,51,0.0,252.0,10.0,1806.0,5555.0,3759.126624,08,2015,19,0,0,0,0,0,0,1,0,0,0
18.0,152,0,59,0.0,303.0,13.0,1829.0,2762.0,2584.830528,02,2016,04,1,0,0,0,0,0,0,0,0,0
36.0,58,0,81,1.0,276.0,11.0,8340.0,10112.0,1406.276256,03,2016,28,1,0,0,0,0,1,0,0,0,0
43.0,451,0,87,0.0,295.0,10.0,4836.0,7096.0,6176.725632,09,2015,24,0,0,0,0,0,0,0,0,0,0
1.0,469,0,64,0.0,109.0,11.0,5140.0,7332.0,6288.3414,05,2015,08,1,0,0,0,0,0,0,1,0,0
44.0,192,0,53,0.0,357.0,14.0,1731.0,5098.0,3752.1118079999997,03,2016,30,1,0,0,1,0,0,0,0,0,0
4.0,294,2,18,0.0,160.0,11.0,986.0,3402.0,2356.174359,08,2015,19,1,0,0,0,0,0,0,1,0,0
36.0,441,0,24,0.0,314.0,9.0,3498.0,4437.0,4274.357325,09,2015,23,0,0,0,0,0,0,0,0,0,0
45.0,62,0,94,0.0,274.0,4.0,8857.0,11105.0,10111.260544,05,2015,08,0,0,0,0,0,0,0,0,1,0
12.0,94,2,53,0.0,390.0,15.0,1762.0,10039.0,6259.03416,03,2016,14,1,0,0,1,0,0,0,0,0,0
12.0,2,1,83,0.0,142.0,16.0,5303.0,8508.0,6956.90688,10,2014,15,1,0,1,0,0,0,0,0,0,0
27.0,443,0,79,0.0,164.0,4.0,4398.0,5634.0,5584.7781,10,2015,31,0,0,0,0,0,0,0,1,0,0
22.0,3,0,28,0.0,111.0,9.0,1538.0,2660.0,2206.360275,09,2015,22,0,0,0,0,0,0,1,0,0,0
12.0,198,0,97,0.0,141.0,8.0,2187.0,3051.0,2722.32576,09,2015,23,1,0,1,0,0,0,0,0,0,0
31.0,452,0,25,1.0,238.0,12.0,5019.0,6874.0,926.424135,07,2015,25,1,0,0,0,0,1,0,0,0,0
2.0,36,0,97,1.0,515.0,8.0,7092.0,10017.0,1341.8461055999999,08,2015,19,1,0,0,0,0,0,0,0,0,1
42.0,358,3,62,0.0,144.0,10.0,4451.0,5634.0,9748.7181,08,2015,16,1,0,1,0,0,0,0,0,0,0
25.0,447,0,25,0.0,267.0,2.0,2823.0,4059.0,3699.418275,09,2015,25,1,0,0,0,0,0,0,0,1,0
32.0,275,0,54,0.0,319.0,5.0,1318.0,4575.0,3246.061392,03,2016,29,1,0,0,0,0,1,0,0,0,0
2.0,58,0,18,1.0,122.0,9.0,4327.0,6078.0,799.2970623,01,2016,03,0,0,0,0,0,0,1,0,0,0
47.0,437,0,2,0.0,277.0,13.0,7582.0,10543.0,9350.344872,08,2015,16,1,1,0,0,0,0,0,0,0,0
14.0,358,3,65,0.0,385.0,15.0,3924.0,11476.0,8015.5845,11,2015,17,0,0,0,1,0,0,0,0,0,0
44.0,58,0,65,0.0,241.0,16.0,3157.5,5634.0,5294.1834,08,2015,22,1,0,0,0,1,0,0,0,0,0
31.0,63,1,69,0.0,251.0,10.0,3993.0,9403.0,6886.143,05,2015,23,0,0,0,0,0,0,0,0,0,0
22.0,23,1,15,0.0,337.0,8.0,8317.0,11899.0,10452.044691,05,2015,08,0,0,0,0,0,0,0,0,0,0
23.0,113,0,44,0.0,252.0,2.0,1828.0,3337.0,2673.7974719999997,09,2015,22,1,0,0,0,0,0,0,1,0,0
42.0,358,3,20,1.0,108.0,5.0,1931.0,11685.0,1014.557025,02,2016,20,1,0,0,0,0,0,1,0,0,0
2.0,58,0,81,1.0,278.0,15.0,4761.0,6565.0,879.5726016000001,12,2015,08,0,1,0,0,0,0,0,0,0,0
22.0,152,0,31,0.0,231.0,16.0,1736.0,2291.0,2242.1007,09,2015,23,1,1,0,0,0,0,0,0,0,0
22.0,38,3,8,1.0,315.0,9.0,6142.0,10108.0,1266.96979035,08,2015,16,0,0,0,0,0,1,0,0,0,0
1.0,132,0,26,0.0,371.0,13.0,2255.0,12677.0,7827.093225,03,2016,28,1,0,0,1,0,0,0,0,0,0
12.0,451,0,15,0.0,261.0,15.0,6998.0,9710.0,8626.667247,01,2016,03,0,0,0,0,0,0,0,0,0,0
5.0,231,2,96,0.0,143.0,16.0,5046.0,6669.0,5923.327872,03,2016,30,0,0,1,0,0,0,0,0,0,0
14.0,469,0,5,0.0,156.0,5.0,4900.0,6896.0,6056.344305,03,2016,07,0,0,0,0,0,0,0,1,0,0
36.0,403,0,71,0.0,175.0,2.0,1611.0,5634.0,2308.6107,09,2015,23,1,0,0,0,0,0,0,1,0,0
41.0,70,2,41,1.0,233.0,16.0,905.0,2439.0,284.3206272,01,2016,05,0,1,0,0,0,0,0,0,0,0
48.0,191,0,39,0.0,211.0,10.0,4397.0,8057.0,6428.119425,03,2016,29,0,0,0,0,0,1,0,0,0,0
50.0,358,3,47,0.0,109.0,8.0,3685.0,8125.0,5980.200192,12,2015,05,0,0,0,0,0,0,1,0,0,0
9.0,268,2,40,0.0,344.0,13.0,2115.0,5774.0,4197.023325,05,2015,08,0,0,0,0,0,0,0,0,0,0
25.0,445,0,66,0.0,115.0,15.0,5953.0,9065.0,7558.9074,08,2015,18,1,0,1,0,0,0,0,0,0,0
41.0,11,3,52,0.0,239.0,8.0,454.0,2978.0,1943.849232,03,2016,28,1,0,0,0,0,1,0,0,0,0
39.0,104,0,48,1.0,198.0,1.0,3612.0,8804.0,954.8426447999999,08,2015,18,1,0,0,0,0,0,0,1,0,0
29.0,2,1,84,0.0,509.0,13.0,5254.0,9250.0,7658.535808,03,2016,29,0,0,0,0,0,0,0,0,0,1
24.0,3,0,85,0.0,223.0,9.0,3098.0,4153.0,569.4441984,10,2015,21,0,0,0,0,0,0,0,0,1,0
25.0,443,0,13,0.0,215.0,16.0,3398.0,5227.0,4533.94656,09,2015,25,1,1,0,0,0,0,0,0,0,0
25.0,188,0,9,0.0,124.0,3.0,3005.0,4596.0,3925.247436,03,2016,28,1,0,0,0,0,0,0,1,0,0
4.0,350,3,66,0.0,137.0,7.0,5034.0,7831.0,6508.26,05,2015,08,1,0,0,0,0,0,1,0,0,0
9.0,451,0,48,0.0,235.0,4.0,4808.0,6412.0,5809.817664,11,2015,17,0,0,0,0,0,0,0,0,1,0
49.0,469,0,49,0.0,283.0,12.0,3420.0,4328.0,4135.01544,09,2015,26,1,1,0,0,0,0,0,0,0,0
14.0,283,0,97,0.0,259.0,9.0,1911.0,3545.0,2946.4117760000013,11,2014,01,0,0,0,0,0,0,0,0,1,0
25.0,471,2,25,0.0,290.0,14.0,2183.0,4942.0,577.17694125,11,2015,10,1,0,0,0,1,0,0,0,0,0
48.0,452,0,71,0.0,208.0,6.0,4317.0,6084.0,5357.5038,05,2015,09,1,0,0,0,0,0,0,0,1,0
16.0,62,0,65,1.0,249.0,13.0,1718.0,7122.0,694.200375,02,2016,21,0,0,0,0,1,0,0,0,0,0
21.0,58,0,85,0.0,273.0,15.0,5318.0,6961.0,6329.237376,03,2016,30,1,1,0,0,0,0,0,0,0,0
7.0,152,0,59,0.0,236.0,10.0,1366.0,1833.0,1825.978464,09,2015,23,1,0,0,0,1,0,0,0,0,0
17.0,76,0,51,0.0,172.0,2.0,6336.0,8940.0,7761.536207999998,08,2015,17,1,0,0,0,0,0,0,1,0,0
12.0,452,0,41,0.0,274.0,14.0,3744.0,5087.0,4665.627648,08,2015,22,1,1,0,0,0,0,0,0,0,0
43.0,90,0,62,0.0,139.0,5.0,677.0,953.0,944.8659,11,2015,20,1,0,0,0,0,0,0,1,0,0
49.0,13,3,55,0.0,114.0,8.0,236.0,1902.0,1176.283296,09,2015,25,1,0,1,0,0,0,0,0,0,0
49.0,121,0,74,0.0,231.0,8.0,1254.0,3832.0,2748.2697,01,2016,06,1,0,0,0,0,1,0,0,0,0
10.0,14,0,40,0.0,239.0,6.0,3030.0,5634.0,3916.11915,09,2015,25,1,0,0,0,0,0,0,0,1,0
14.0,14,0,22,0.0,126.0,11.0,6369.0,5634.0,7525.788375,11,2015,19,1,0,0,0,0,0,0,1,0,0
43.0,14,0,84,0.0,116.0,15.0,4111.0,5936.0,5072.922624,03,2016,06,0,0,1,0,0,0,0,0,0,0
41.0,23,0,19,0.0,201.0,17.0,1202.0,3003.0,2306.839293,08,2015,18,1,1,0,0,0,0,0,0,0,0
20.0,62,0,16,0.0,213.0,14.0,1713.0,5634.0,4050.4649130000003,10,2015,27,0,1,0,0,0,0,0,0,0,0
21.0,57,0,11,0.0,265.0,14.0,3932.0,8900.0,6689.311002,03,2016,30,0,0,0,0,0,0,0,0,0,0
21.0,447,0,94,0.0,255.0,11.0,2660.0,3983.0,3528.59584,09,2015,25,1,0,0,0,0,1,0,0,0,0
6.0,205,0,13,1.0,174.0,6.0,2889.0,4072.0,548.43365115,02,2016,23,0,0,0,0,0,0,0,1,0,0
47.0,467,0,36,0.0,126.0,14.0,7117.0,9990.0,8669.741325,03,2016,27,1,0,1,0,0,0,0,0,0,0
18.0,452,0,75,0.0,252.0,7.0,3347.0,4803.0,4140.0315,09,2015,26,0,0,1,0,0,0,0,0,0,0
28.0,220,0,39,0.0,391.0,13.0,8434.0,11663.0,10426.4286,11,2015,19,0,0,0,1,0,0,0,0,0,0
4.0,65,2,60,0.0,118.0,10.0,2896.0,4304.0,3637.1602,09,2015,22,1,0,1,0,0,0,0,0,0,0
9.0,320,0,46,0.0,284.0,5.0,4895.0,12831.0,9092.860848,08,2015,15,1,0,0,0,0,0,0,0,0,0
41.0,57,0,28,0.0,252.0,13.0,1928.0,4901.0,3769.49265,09,2015,24,0,0,0,1,0,0,0,0,0,0
41.0,11,3,55,0.0,293.0,9.0,524.0,2334.0,1712.260944,03,2016,29,1,0,0,0,0,0,0,0,1,0
33.0,469,0,92,1.0,167.0,12.0,3430.0,4643.0,622.1609856000001,12,2015,07,1,0,1,0,0,0,0,0,0,0
13.0,65,2,85,0.0,252.0,6.0,5337.0,7427.0,6847.781248,08,2015,15,1,0,0,0,0,0,0,0,0,1
41.0,24,0,49,0.0,233.0,12.0,3550.0,4988.0,4478.274432,05,2015,05,0,1,0,0,0,0,0,0,0,0
31.0,3,0,62,0.0,319.0,14.0,3492.0,5185.0,4616.9343,03,2016,30,1,0,0,0,0,0,0,0,0,0
37.0,14,0,92,1.0,255.0,7.0,3613.0,5634.0,685.6183488,11,2015,11,1,0,0,0,0,0,0,0,1,0
7.0,147,2,40,0.0,458.0,15.0,919.0,2341.0,2043.4051,09,2015,22,0,0,0,0,0,0,0,0,0,1
33.0,441,2,23,0.0,206.0,15.0,5807.0,8177.0,7190.468775,08,2015,15,1,1,0,0,0,0,0,0,0,0
4.0,453,0,62,0.0,253.0,11.0,4858.0,5634.0,6164.2944,02,2015,28,1,0,0,0,1,0,0,0,0,0
38.0,455,0,88,0.0,113.0,7.0,2679.0,5634.0,3796.156672,09,2015,25,1,0,0,0,0,0,1,0,0,0
21.0,78,2,10,0.0,290.0,16.0,2119.0,4463.0,3585.9113729999995,09,2015,25,1,0,0,0,0,0,0,0,0,0
18.0,62,0,31,1.0,130.0,8.0,2327.0,7170.0,730.5141375,02,2016,28,1,0,0,0,0,0,1,0,0,0
4.0,55,0,37,0.0,139.0,6.0,3569.0,4729.0,4279.763775,11,2015,12,1,0,1,0,0,0,0,0,0,0
10.0,188,0,93,0.0,155.0,11.0,4581.0,6320.0,5530.6944,08,2015,15,1,0,0,0,0,0,0,1,0,0
20.0,73,0,16,0.0,342.0,13.0,1394.0,1932.0,2006.959284,05,2015,20,1,0,0,0,0,0,0,0,0,0
45.0,94,0,36,1.0,340.0,9.0,1398.0,6115.0,613.4445450000002,05,2015,09,1,0,0,0,0,0,0,0,0,0
17.0,188,0,48,0.0,124.0,5.0,2973.0,5171.0,4171.172544,03,2016,30,1,0,0,0,0,0,0,1,0,0
14.0,198,2,28,1.0,351.0,15.0,4438.0,6286.0,856.0106099999997,08,2015,15,1,0,0,1,0,0,0,0,0,0
11.0,452,0,59,0.0,123.0,14.0,4915.0,6496.0,5799.136464,05,2015,22,0,0,1,0,0,0,0,0,0,0
44.0,249,0,79,0.0,194.0,10.0,4200.0,6731.0,5608.3203,03,2016,29,0,0,0,0,0,0,0,1,0,0
27.0,3,0,83,0.0,303.0,14.0,1731.0,3176.0,2720.187008,09,2015,22,1,0,0,0,0,0,0,0,0,0
21.0,65,2,3,0.0,121.0,10.0,6508.0,9899.0,8331.86673,03,2016,29,1,0,1,0,0,0,0,0,0,0
6.0,403,0,63,1.0,277.0,10.0,1703.0,2847.0,379.31057999999996,09,2015,23,1,0,0,0,1,0,0,0,0,0
1.0,55,0,74,0.0,132.0,8.0,1269.0,3468.0,2477.3661,09,2015,23,1,0,0,0,0,0,1,0,0,0
45.0,416,2,39,1.0,251.0,15.0,3493.0,10402.0,1078.634655,03,2016,29,1,1,0,0,0,0,0,0,0,0
31.0,469,0,45,0.0,115.0,10.0,3535.0,4637.0,4178.177424,09,2015,26,1,0,0,0,0,0,0,1,0,0
22.0,447,0,41,0.0,138.0,7.0,6173.0,7365.0,6867.504864,08,2015,19,1,0,0,0,0,0,1,0,0,0
39.0,452,0,11,1.0,286.0,14.0,4825.0,6716.0,909.5960312999999,08,2015,15,1,1,0,0,0,0,0,0,0,0
18.0,211,0,23,0.0,128.0,6.0,6365.0,8920.0,7755.652275,03,2016,28,1,0,0,0,0,0,0,1,0,0
50.0,450,0,62,0.0,310.0,9.0,890.0,5634.0,1795.7115,08,2015,21,1,0,0,0,0,1,0,0,0,0
31.0,23,0,80,0.0,295.0,7.0,3073.0,5246.0,4357.118275,08,2015,22,1,0,0,0,0,1,0,0,0,0
41.0,131,0,41,0.0,181.0,5.0,2331.0,6115.0,4377.910896,10,2014,24,0,0,0,0,0,0,0,1,0,0
9.0,441,0,16,0.0,221.0,5.0,3548.0,5097.0,4545.205434,09,2015,22,0,0,0,0,0,0,0,0,1,0
49.0,186,2,51,1.0,138.0,8.0,2926.0,3912.0,530.5436496,11,2015,10,1,0,0,0,0,0,1,0,0,0
23.0,460,3,82,0.0,213.0,17.0,252.0,5634.0,539.684992,12,2014,06,0,0,0,0,1,0,0,0,0,0
25.0,100,0,86,0.0,252.0,14.0,1459.0,3491.0,2691.141376,09,2015,24,0,0,0,0,1,0,0,0,0,0
32.0,452,0,99,1.0,196.0,10.0,3940.0,5045.0,693.8116416,01,2016,04,0,0,0,0,0,0,0,1,0,0
5.0,441,2,88,0.0,305.0,6.0,5932.0,8910.0,7619.13152,08,2015,19,0,0,0,0,0,0,0,0,0,0
1.0,11,3,94,0.0,125.0,6.0,388.0,1356.0,983.1557119999999,05,2015,07,0,0,0,0,0,0,1,0,0,0
46.0,358,3,96,0.0,252.0,14.0,2547.0,5634.0,6627.115264,09,2015,23,1,0,0,0,0,0,0,0,0,0
3.0,456,0,6,0.0,277.0,14.0,2801.0,6476.0,4921.4978009999995,09,2015,26,0,0,0,0,0,1,0,0,0,0
48.0,3,0,72,0.0,390.0,17.0,1824.0,2674.0,2616.3918,09,2015,23,0,0,0,1,0,0,0,0,0,0
29.0,58,0,21,0.0,392.0,12.0,4537.0,6321.0,5812.941225,12,2015,06,1,0,0,1,0,0,0,0,0,0
36.0,283,0,88,0.0,225.0,14.0,1708.0,8657.0,5336.787456,11,2015,20,1,0,0,0,1,0,0,0,0,0
8.0,100,0,50,0.0,295.0,16.0,1351.0,2346.0,2132.722656,08,2015,20,1,0,0,0,1,0,0,0,0,0
45.0,61,2,37,0.0,232.0,9.0,6997.0,9722.0,8577.52245,09,2015,23,1,0,0,0,0,0,0,0,1,0
15.0,447,0,76,0.0,273.0,13.0,5836.0,8021.0,7138.4049,08,2015,17,1,0,0,0,1,0,0,0,0,0
32.0,224,0,44,1.0,314.0,14.0,2737.0,6089.0,705.4331472,03,2016,28,1,0,0,0,0,0,0,0,0,0
26.0,14,0,77,0.0,233.0,16.0,3633.0,4697.0,4360.6134,09,2015,25,1,0,0,0,1,0,0,0,0,0
35.0,23,2,98,0.0,131.0,14.0,2371.0,10588.0,6524.248192,09,2015,25,1,0,1,0,0,0,0,0,0,0
21.0,446,0,23,1.0,151.0,8.0,5162.0,6946.0,929.14731,05,2015,08,0,0,1,0,0,0,0,0,0,0
29.0,83,0,90,1.0,218.0,10.0,1332.0,4921.0,495.1442496,08,2015,19,0,0,0,0,1,0,0,0,0,0
33.0,45,0,16,0.0,111.0,6.0,2631.0,5354.0,4105.48941,01,2016,05,0,0,0,0,0,0,1,0,0,0
47.0,40,0,22,0.0,116.0,11.0,4751.0,6715.0,5840.671725,03,2016,07,0,0,0,0,0,0,0,1,0,0
2.0,3,0,4,0.0,255.0,9.0,1907.0,3688.0,3054.714498,01,2016,05,0,0,0,0,0,0,0,0,1,0
13.0,23,2,77,0.0,519.0,5.0,1042.0,3914.0,2968.2576,09,2015,24,0,0,0,0,0,0,0,0,0,1
22.0,451,0,94,0.0,386.0,16.0,5155.0,5634.0,6074.972288,09,2015,25,1,0,0,1,0,0,0,0,0,0
18.0,199,0,52,1.0,208.0,17.0,4413.0,6450.0,841.8867192,02,2016,08,0,1,0,0,0,0,0,0,0,0
15.0,65,2,73,1.0,281.0,10.0,948.0,3224.0,351.809865,09,2015,22,1,0,0,0,1,0,0,0,0,0
31.0,101,0,33,0.0,101.0,9.0,1651.0,2149.0,1997.703225,03,2016,05,1,0,0,0,0,0,0,1,0,0
49.0,452,0,2,0.0,363.0,15.0,4398.0,6010.0,5574.252519,05,2015,09,1,0,0,1,0,0,0,0,0,0
31.0,283,0,68,0.0,142.0,3.0,2367.0,4798.0,3688.3143,05,2015,06,0,0,0,0,0,0,0,1,0,0
37.0,452,0,33,0.0,107.0,5.0,3917.0,5548.0,4829.765325,01,2016,05,0,0,0,0,0,0,0,1,0,0
16.0,57,0,54,0.0,206.0,13.0,3861.0,7378.0,5795.4800159999995,05,2015,08,1,0,0,0,0,1,0,0,0,0
18.0,13,3,86,0.0,259.0,15.0,567.0,2560.0,1798.5721600000006,05,2015,05,1,1,0,0,0,0,0,0,0,0
45.0,65,2,1,0.0,292.0,5.0,3223.0,5032.0,4421.1178439999985,11,2015,13,1,0,0,0,0,0,0,0,1,0
9.0,469,0,88,0.0,220.0,14.0,5351.0,8243.0,6925.338112,08,2015,15,1,0,0,0,0,1,0,0,0,0
27.0,57,0,51,0.0,256.0,14.0,2655.0,5644.0,4383.077616,09,2015,26,1,1,0,0,0,0,0,0,0,0
46.0,113,0,15,0.0,111.0,6.0,962.0,4535.0,2860.863885,08,2015,23,0,0,0,0,0,0,1,0,0,0
2.0,441,0,18,0.0,205.0,7.0,5941.0,8209.0,7284.221504999998,08,2015,17,0,0,0,0,0,0,0,0,1,0
4.0,104,0,54,0.0,252.0,13.0,1042.0,6967.0,4089.3694560000004,08,2015,19,1,0,1,0,0,0,0,0,0,0
10.0,452,0,29,0.0,215.0,9.0,4666.0,6332.0,5704.652625,05,2015,09,1,0,0,0,0,0,0,0,1,0
14.0,87,0,31,0.0,124.0,16.0,4927.0,7073.0,6118.266,08,2015,16,0,0,1,0,0,0,0,0,0,0
15.0,23,0,3,0.0,284.0,15.0,1974.0,3602.0,3075.872382,09,2015,23,1,0,0,0,0,0,0,0,0,0
5.0,23,2,36,0.0,227.0,6.0,2572.0,8271.0,5637.620625,09,2015,25,1,0,0,0,0,0,0,0,1,0
41.0,444,1,40,0.0,162.0,13.0,5664.0,7465.0,6583.491825,05,2015,21,1,0,1,0,0,0,0,0,0,0
50.0,73,0,78,0.0,293.0,14.0,642.0,1365.0,1284.921,09,2015,08,0,0,0,0,0,0,0,0,0,0
31.0,116,0,31,0.0,123.0,6.0,3962.0,5098.0,4644.0807,03,2016,29,1,0,0,0,0,0,1,0,0,0
40.0,444,1,96,0.0,359.0,14.0,6033.0,8529.0,7540.027264,08,2015,18,1,0,0,1,0,0,0,0,0,0
4.0,452,0,46,0.0,242.0,4.0,3186.0,8749.0,6172.133904,03,2016,16,1,0,0,0,0,0,0,0,1,0
2.0,447,0,82,0.0,399.0,15.0,3065.0,4239.0,3998.0666880000003,05,2015,06,0,0,0,1,0,0,0,0,0,0
41.0,1,0,60,0.0,385.0,14.0,3016.0,4822.0,4212.526475,05,2015,06,0,0,0,1,0,0,0,0,0,0
9.0,14,0,84,0.0,325.0,17.0,2951.0,5634.0,3864.14336,09,2015,23,0,0,0,0,0,0,0,0,0,0
48.0,90,0,48,1.0,255.0,6.0,904.0,3059.0,333.50531760000007,03,2016,28,1,0,0,0,0,0,0,0,1,0
15.0,55,0,42,0.0,148.0,10.0,1322.0,2796.0,2194.922016,09,2015,22,1,0,0,0,0,0,0,1,0,0
36.0,452,0,51,0.0,252.0,16.0,5875.0,7633.0,6981.838416,08,2015,17,1,0,0,0,1,0,0,0,0,0
48.0,358,3,80,0.0,231.0,12.0,3405.0,11573.0,7555.087725,12,2015,03,1,0,0,0,1,0,0,0,0,0
46.0,127,0,95,1.0,373.0,12.0,2053.0,2788.0,413.41977599999996,09,2015,25,0,0,0,1,0,0,0,0,0,0
28.0,23,2,63,0.0,277.0,14.0,1360.0,3230.0,2549.4579,09,2015,22,1,1,0,0,0,0,0,0,0,0
32.0,14,0,48,0.0,201.0,9.0,4263.0,5634.0,5152.292928,05,2015,24,1,0,0,0,0,1,0,0,0,0
20.0,3,0,83,0.0,371.0,12.0,2095.0,3959.0,3352.646528,09,2015,26,0,0,0,1,0,0,0,0,0,0
11.0,55,0,42,0.0,139.0,6.0,1256.0,3105.0,2305.956816,09,2015,22,0,0,0,0,0,0,1,0,0,0
3.0,103,2,81,1.0,318.0,12.0,5888.0,5634.0,1163.360352,08,2015,17,0,0,0,0,0,1,0,0,0,0
13.0,447,0,16,0.0,117.0,7.0,2919.0,4430.0,3793.690593,09,2015,24,1,0,0,0,0,0,1,0,0,0
3.0,93,2,97,0.0,135.0,9.0,2019.0,5655.0,3918.2035200000014,12,2015,05,1,0,0,0,0,0,1,0,0,0
20.0,58,0,94,1.0,265.0,1.0,4621.0,6402.0,854.0790720000001,01,2016,03,1,0,0,0,0,0,0,0,1,0
37.0,268,2,86,1.0,357.0,13.0,1571.0,5284.0,560.1598464,03,2016,29,1,0,0,1,0,0,0,0,0,0
18.0,14,0,90,0.0,259.0,7.0,4289.0,5772.0,5216.800512,03,2016,30,1,0,0,0,0,1,0,0,0,0
45.0,45,0,15,0.0,252.0,5.0,2816.0,5683.0,4465.173438000002,09,2015,26,0,0,0,0,0,1,0,0,0,0
4.0,23,2,49,0.0,256.0,12.0,858.0,6498.0,3913.2041759999997,11,2015,20,0,0,0,0,0,0,0,0,0,0
23.0,446,0,95,0.0,311.0,17.0,5432.0,6792.0,6340.749184,11,2015,15,0,0,0,0,0,0,0,0,0,0
5.0,446,0,13,1.0,390.0,11.0,4109.0,5588.0,786.49584255,10,2015,21,0,0,0,1,0,0,0,0,0,0
12.0,152,0,24,0.0,210.0,13.0,2026.0,2612.0,2525.679975,09,2015,25,1,0,0,0,0,1,0,0,0,0
10.0,116,0,34,0.0,256.0,8.0,4826.0,6609.0,5963.124825,03,2016,28,1,0,0,0,0,0,0,0,1,0
22.0,11,3,57,0.0,272.0,15.0,506.0,995.0,1017.078768,03,2016,13,0,0,0,0,0,0,0,0,0,0
24.0,58,0,31,0.0,293.0,2.0,4022.0,5789.0,5186.4813,02,2016,22,0,0,0,0,0,0,0,0,1,0
6.0,55,0,76,0.0,218.0,7.0,1803.0,3508.0,2846.6064,09,2015,26,0,0,0,0,0,1,0,0,0,0
45.0,448,0,46,0.0,135.0,5.0,2364.0,3459.0,3028.453056,01,2016,22,1,0,0,0,0,0,0,1,0,0
